team,home_status,goals,shots,blocked_shots,penalty_minutes,power_play_percentage,power_play_goals,power_play_chances,faceoff_percent,takeaways,giveaways,hits,goal_diff,won
Buffalo Sabres,away,2,36,9,4,33.3,1.0,3.0,45.8,6,6,14,-1,no
New York Islanders,home,3,23,11,6,50.0,1.0,2.0,54.2,4,5,21,1,yes
New Jersey Devils,away,2,35,9,4,0.0,0.0,2.0,51.9,7,3,24,1,yes
Pittsburgh Penguins,home,1,36,12,4,0.0,0.0,2.0,48.1,6,10,26,-1,no
Dallas Stars,away,6,33,14,6,66.7,2.0,3.0,56.4,4,4,10,3,yes
Columbus Blue Jackets,home,3,26,7,6,33.3,1.0,3.0,43.6,8,11,12,-3,no
Carolina Hurricanes,away,3,41,16,4,0.0,0.0,1.0,55.9,9,10,33,0,no
Chicago Blackhawks,home,3,33,24,2,50.0,1.0,2.0,44.1,9,10,27,0,no
Arizona Coyotes,away,3,35,19,10,50.0,1.0,2.0,44.1,0,3,15,-1,no
St. Louis Blues,home,4,29,16,6,0.0,0.0,5.0,55.9,1,3,13,1,yes
Vancouver Canucks,away,3,39,13,8,33.3,1.0,3.0,48.6,5,12,26,-2,no
Montréal Canadiens,home,5,33,11,6,0.0,0.0,4.0,51.4,5,17,20,2,yes
Calgary Flames,away,2,31,10,4,0.0,0.0,4.0,56.9,4,7,15,-1,no
Winnipeg Jets,home,3,28,24,8,0.0,0.0,2.0,43.1,8,17,16,1,yes
Ottawa Senators,away,2,25,20,4,0.0,0.0,5.0,52.5,9,13,31,-2,no
Edmonton Oilers,home,4,25,20,10,0.0,0.0,2.0,47.5,8,20,22,2,yes
Minnesota Wild,away,1,28,23,11,33.3,1.0,3.0,41.7,11,3,23,-1,no
Colorado Avalanche,home,2,31,14,11,0.0,0.0,3.0,58.3,5,8,17,1,yes
Boston Bruins,away,4,35,13,4,75.0,3.0,4.0,46.3,13,5,25,1,yes
Philadelphia Flyers,home,3,25,18,8,0.0,0.0,2.0,53.7,8,10,26,-1,no
Detroit Red Wings,away,1,16,12,8,0.0,0.0,4.0,54.0,0,1,15,-4,no
Tampa Bay Lightning,home,5,27,10,8,0.0,0.0,4.0,46.0,3,4,18,4,yes
Anaheim Ducks,away,3,43,8,7,0.0,0.0,1.0,54.5,2,2,20,2,yes
Los Angeles Kings,home,1,21,11,7,0.0,0.0,1.0,45.5,4,13,22,-2,no
Vegas Golden Knights,away,6,44,13,2,0.0,0.0,4.0,50.0,8,7,13,6,yes
San Jose Sharks,home,0,19,12,8,0.0,0.0,1.0,50.0,14,5,28,-6,no
Buffalo Sabres,away,2,18,8,8,0.0,0.0,0.0,43.8,1,6,26,-3,no
New York Islanders,home,5,45,10,2,0.0,0.0,3.0,56.2,3,11,13,3,yes
Washington Capitals,away,2,33,9,13,0.0,0.0,4.0,54.4,7,6,17,-2,no
New York Rangers,home,4,31,18,17,0.0,0.0,3.0,45.6,12,10,20,2,yes
Nashville Predators,away,6,41,10,8,50.0,2.0,4.0,60.7,8,9,20,1,yes
Florida Panthers,home,5,36,14,8,50.0,2.0,4.0,39.3,8,7,21,-1,no
New Jersey Devils,away,6,30,9,4,25.0,1.0,4.0,45.3,6,3,21,-1,no
Pittsburgh Penguins,home,7,32,18,8,50.0,1.0,2.0,54.7,9,4,23,1,yes
Dallas Stars,away,3,28,6,6,33.3,1.0,3.0,49.1,3,4,14,-1,no
Columbus Blue Jackets,home,4,25,18,6,0.0,0.0,3.0,50.9,2,10,23,1,yes
Carolina Hurricanes,away,4,34,17,10,0.0,0.0,4.0,62.3,5,6,21,-2,no
Chicago Blackhawks,home,6,35,27,8,60.0,3.0,5.0,37.7,8,14,23,2,yes
Arizona Coyotes,away,4,30,24,8,0.0,0.0,2.0,38.5,4,2,18,1,yes
St. Louis Blues,home,3,43,8,4,0.0,0.0,4.0,61.5,1,0,23,-1,no
Ottawa Senators,away,3,22,13,15,25.0,1.0,4.0,56.9,6,16,33,1,yes
Montréal Canadiens,home,2,38,12,15,0.0,0.0,4.0,43.1,5,14,42,-1,no
Vancouver Canucks,away,3,19,8,15,33.3,1.0,3.0,43.9,10,13,27,-4,no
Toronto Maple Leafs,home,7,37,6,11,20.0,1.0,5.0,56.1,2,6,15,4,yes
Calgary Flames,away,1,24,8,6,0.0,0.0,4.0,43.2,3,20,15,-3,no
Winnipeg Jets,home,4,27,13,8,0.0,0.0,3.0,56.8,5,16,18,3,yes
Minnesota Wild,away,6,25,22,8,0.0,0.0,2.0,49.2,7,2,10,4,yes
Colorado Avalanche,home,2,32,7,4,25.0,1.0,4.0,50.8,3,6,13,-4,no
Boston Bruins,away,2,23,15,17,0.0,0.0,2.0,57.9,7,11,28,1,yes
Philadelphia Flyers,home,1,24,14,11,20.0,1.0,5.0,42.1,3,6,22,-1,no
Detroit Red Wings,away,1,28,4,6,0.0,0.0,2.0,53.2,0,3,20,-2,no
Tampa Bay Lightning,home,3,32,6,4,0.0,0.0,3.0,46.8,0,3,23,2,yes
Nashville Predators,away,1,25,17,6,0.0,0.0,1.0,40.3,7,4,25,-1,no
Florida Panthers,home,2,36,16,4,0.0,0.0,2.0,59.7,3,11,40,1,yes
Los Angeles Kings,away,2,29,15,8,50.0,1.0,2.0,46.2,9,1,30,-3,no
Vegas Golden Knights,home,5,36,18,4,25.0,1.0,4.0,53.8,8,8,21,3,yes
San Jose Sharks,away,4,30,13,6,0.0,0.0,3.0,42.6,4,12,31,0,no
Anaheim Ducks,home,4,37,21,6,0.0,0.0,3.0,57.4,3,13,17,0,no
Buffalo Sabres,away,2,27,11,10,33.3,1.0,3.0,43.5,7,8,15,-1,no
Boston Bruins,home,3,36,9,6,0.0,0.0,5.0,56.5,5,8,23,1,yes
New York Rangers,away,6,19,13,13,50.0,1.0,2.0,35.7,10,14,17,5,yes
New Jersey Devils,home,1,36,4,9,0.0,0.0,4.0,64.3,12,18,18,-5,no
Pittsburgh Penguins,away,3,31,12,4,0.0,0.0,0.0,46.5,3,9,29,-1,no
New York Islanders,home,4,26,12,2,100.0,1.0,1.0,53.5,3,7,20,1,yes
Colorado Avalanche,away,4,28,18,8,33.3,1.0,3.0,34.4,9,17,20,1,yes
St. Louis Blues,home,3,34,18,6,50.0,2.0,4.0,65.6,6,17,32,-1,no
Montréal Canadiens,away,2,32,18,12,33.3,1.0,3.0,42.9,4,8,25,1,yes
Ottawa Senators,home,1,35,9,6,16.7,1.0,6.0,57.1,5,18,26,-1,no
Vancouver Canucks,away,1,28,10,8,25.0,1.0,4.0,46.4,8,10,25,-4,no
Toronto Maple Leafs,home,5,31,15,8,25.0,1.0,4.0,53.6,10,21,16,4,yes
Edmonton Oilers,away,4,32,9,8,20.0,1.0,5.0,50.7,3,11,12,-2,no
Calgary Flames,home,6,28,18,12,33.3,1.0,3.0,49.3,7,11,20,2,yes
Arizona Coyotes,away,0,31,5,31,0.0,0.0,4.0,50.9,2,5,9,-3,no
Minnesota Wild,home,3,26,13,16,0.0,0.0,3.0,49.1,9,8,12,3,yes
San Jose Sharks,away,1,27,17,10,0.0,0.0,1.0,45.0,6,14,31,0,no
Anaheim Ducks,home,1,33,5,6,0.0,0.0,3.0,55.0,5,12,31,0,no
Philadelphia Flyers,away,7,23,10,2,0.0,0.0,4.0,52.3,7,9,11,3,yes
Washington Capitals,home,4,37,13,8,100.0,1.0,1.0,47.7,7,9,21,-3,no
Detroit Red Wings,away,4,39,12,11,0.0,0.0,0.0,49.1,8,2,24,3,yes
Florida Panthers,home,1,37,6,9,0.0,0.0,1.0,50.9,12,7,25,-3,no
Carolina Hurricanes,away,6,26,9,15,50.0,1.0,2.0,55.7,9,4,23,1,yes
Columbus Blue Jackets,home,5,22,11,9,20.0,1.0,5.0,44.3,3,13,24,-1,no
Colorado Avalanche,away,1,32,4,4,25.0,1.0,4.0,49.0,7,21,36,-3,no
St. Louis Blues,home,4,20,22,8,50.0,1.0,2.0,51.0,10,17,28,3,yes
Arizona Coyotes,away,2,30,16,6,25.0,1.0,4.0,42.6,1,2,16,-3,no
Minnesota Wild,home,5,22,12,8,100.0,3.0,3.0,57.4,5,6,17,3,yes
Chicago Blackhawks,away,2,35,15,11,25.0,1.0,4.0,50.0,2,7,17,1,yes
Dallas Stars,home,1,31,8,13,0.0,0.0,3.0,50.0,6,15,13,-1,no
Los Angeles Kings,away,3,32,13,4,0.0,0.0,4.0,58.2,3,3,27,-1,no
Vegas Golden Knights,home,4,33,10,8,50.0,1.0,2.0,41.8,2,5,26,1,yes
Buffalo Sabres,away,2,23,16,14,0.0,0.0,3.0,44.1,11,14,27,0,no
Boston Bruins,home,2,34,16,16,0.0,0.0,1.0,55.9,11,9,26,0,no
New York Islanders,away,2,30,14,6,0.0,0.0,1.0,38.6,7,6,25,2,yes
New York Rangers,home,0,30,19,2,0.0,0.0,3.0,61.4,11,12,25,-2,no
Carolina Hurricanes,away,2,24,12,2,0.0,0.0,1.0,61.8,6,3,21,-1,no
Columbus Blue Jackets,home,3,22,22,2,0.0,0.0,1.0,38.2,6,9,19,1,yes
Tampa Bay Lightning,away,4,35,18,15,33.3,1.0,3.0,52.7,6,7,10,3,yes
Nashville Predators,home,1,24,19,13,25.0,1.0,4.0,47.3,5,9,14,-3,no
Edmonton Oilers,away,3,35,17,14,0.0,0.0,4.0,51.9,4,14,23,2,yes
Ottawa Senators,home,1,28,11,18,0.0,0.0,2.0,48.1,5,13,17,-2,no
Vancouver Canucks,away,1,32,8,4,25.0,1.0,4.0,50.0,7,9,31,-2,no
Toronto Maple Leafs,home,3,19,12,8,0.0,0.0,2.0,50.0,6,13,21,2,yes
Pittsburgh Penguins,away,2,42,19,2,50.0,1.0,2.0,53.0,7,11,27,-1,no
New Jersey Devils,home,3,35,11,4,100.0,1.0,1.0,47.0,11,12,19,1,yes
Philadelphia Flyers,away,1,30,9,6,0.0,0.0,2.0,42.4,6,7,12,-5,no
Washington Capitals,home,6,32,18,4,100.0,3.0,3.0,57.6,8,13,14,5,yes
Detroit Red Wings,away,1,32,8,2,0.0,0.0,3.0,54.8,6,1,28,-1,no
Florida Panthers,home,2,22,10,6,100.0,1.0,1.0,45.2,15,6,35,1,yes
Tampa Bay Lightning,away,6,30,15,10,60.0,3.0,5.0,49.1,6,6,24,5,yes
Nashville Predators,home,1,33,11,22,0.0,0.0,4.0,50.9,1,5,20,-5,no
Edmonton Oilers,away,3,22,13,4,0.0,0.0,1.0,43.8,5,7,28,1,yes
Ottawa Senators,home,2,42,6,2,0.0,0.0,2.0,56.2,4,8,27,-1,no
Winnipeg Jets,away,2,27,12,4,50.0,1.0,2.0,44.4,4,12,15,-1,no
Calgary Flames,home,3,29,10,4,50.0,1.0,2.0,55.6,9,18,17,1,yes
St. Louis Blues,away,3,31,7,2,0.0,0.0,1.0,45.8,7,9,23,-1,no
Minnesota Wild,home,4,38,6,2,0.0,0.0,1.0,54.2,7,4,19,1,yes
Chicago Blackhawks,away,2,29,19,4,25.0,1.0,4.0,39.6,3,12,11,1,yes
Dallas Stars,home,1,35,13,8,0.0,0.0,2.0,60.4,5,15,25,-1,no
Arizona Coyotes,away,3,31,17,12,16.7,1.0,6.0,44.8,4,4,24,-6,no
Colorado Avalanche,home,9,38,8,24,50.0,2.0,4.0,55.2,7,9,10,6,yes
Anaheim Ducks,away,4,23,11,7,50.0,1.0,2.0,59.6,15,2,17,-1,no
Vegas Golden Knights,home,5,31,20,9,0.0,0.0,1.0,40.4,3,5,27,1,yes
San Jose Sharks,away,3,40,7,8,0.0,0.0,2.0,50.0,0,3,20,0,no
Los Angeles Kings,home,3,27,16,4,25.0,1.0,4.0,50.0,3,7,26,0,no
Boston Bruins,away,3,32,9,11,0.0,0.0,2.0,69.0,7,15,21,1,yes
New York Rangers,home,2,35,17,11,0.0,0.0,2.0,31.0,7,15,29,-1,no
Toronto Maple Leafs,away,4,24,18,8,0.0,0.0,2.0,52.9,5,18,19,2,yes
Montréal Canadiens,home,2,35,9,8,0.0,0.0,2.0,47.1,5,13,19,-2,no
Washington Capitals,away,6,30,14,2,0.0,0.0,2.0,55.8,4,9,5,6,yes
Buffalo Sabres,home,0,23,9,4,0.0,0.0,1.0,44.2,7,5,9,-6,no
Pittsburgh Penguins,away,3,35,14,2,0.0,0.0,1.0,43.9,4,7,29,0,no
New York Islanders,home,3,29,20,2,100.0,1.0,1.0,56.1,5,13,23,0,no
New Jersey Devils,away,3,32,19,2,0.0,0.0,3.0,43.3,3,5,15,0,no
Philadelphia Flyers,home,3,36,10,6,0.0,0.0,1.0,56.7,7,12,18,0,no
Tampa Bay Lightning,away,2,21,11,13,66.7,2.0,3.0,40.0,2,9,39,-3,no
Florida Panthers,home,5,29,11,13,33.3,1.0,3.0,60.0,6,5,44,3,yes
Columbus Blue Jackets,away,6,43,11,4,66.7,2.0,3.0,47.3,10,11,37,1,yes
Chicago Blackhawks,home,5,26,14,6,50.0,1.0,2.0,52.7,7,17,32,-1,no
Detroit Red Wings,away,2,26,14,8,0.0,0.0,4.0,46.2,3,6,12,-1,no
Nashville Predators,home,3,23,16,8,25.0,1.0,4.0,53.8,5,5,15,1,yes
Edmonton Oilers,away,3,31,14,6,33.3,1.0,3.0,54.7,2,15,26,3,yes
Montréal Canadiens,home,0,38,12,8,0.0,0.0,1.0,45.3,3,18,44,-3,no
Ottawa Senators,away,1,42,10,4,0.0,0.0,2.0,52.1,4,9,22,-4,no
Winnipeg Jets,home,5,26,13,4,50.0,1.0,2.0,47.9,2,12,19,4,yes
Calgary Flames,away,3,26,10,10,0.0,0.0,3.0,57.1,12,3,21,2,yes
Vancouver Canucks,home,1,34,8,8,0.0,0.0,4.0,42.9,4,5,12,-2,no
St. Louis Blues,away,0,37,8,16,0.0,0.0,3.0,56.6,6,6,8,-2,no
Minnesota Wild,home,2,11,16,16,0.0,0.0,3.0,43.4,5,8,12,2,yes
Carolina Hurricanes,away,5,32,17,10,33.3,1.0,3.0,53.4,4,13,19,2,yes
Dallas Stars,home,3,37,11,6,20.0,1.0,5.0,46.6,9,13,39,-2,no
Arizona Coyotes,away,2,37,19,12,25.0,1.0,4.0,49.2,4,5,28,-2,no
Colorado Avalanche,home,4,20,12,12,25.0,1.0,4.0,50.8,8,9,14,2,yes
Anaheim Ducks,away,1,28,25,4,0.0,0.0,2.0,55.6,11,3,39,1,yes
Vegas Golden Knights,home,0,21,12,14,0.0,0.0,2.0,44.4,13,5,26,-1,no
San Jose Sharks,away,2,31,5,14,50.0,1.0,2.0,60.4,3,5,23,-4,no
Los Angeles Kings,home,6,31,9,6,50.0,3.0,6.0,39.6,0,5,15,4,yes
Boston Bruins,away,1,30,18,36,0.0,0.0,4.0,54.4,6,5,23,1,yes
New York Rangers,home,0,21,12,22,0.0,0.0,6.0,45.6,16,9,31,-1,no
Washington Capitals,away,4,33,14,6,0.0,0.0,1.0,39.7,2,3,21,1,yes
Buffalo Sabres,home,3,33,12,2,0.0,0.0,3.0,60.3,3,5,16,-1,no
Boston Bruins,away,2,30,12,2,0.0,0.0,2.0,63.5,2,14,27,-2,no
New York Islanders,home,4,42,13,4,100.0,1.0,1.0,36.5,8,11,36,2,yes
New Jersey Devils,away,2,25,20,8,0.0,0.0,2.0,47.7,5,7,9,-2,no
Philadelphia Flyers,home,4,31,14,4,25.0,1.0,4.0,52.3,7,13,19,2,yes
Tampa Bay Lightning,away,6,28,12,19,33.3,1.0,3.0,51.8,4,5,25,5,yes
Florida Panthers,home,1,34,8,17,0.0,0.0,4.0,48.2,9,9,36,-5,no
Columbus Blue Jackets,away,2,31,18,9,0.0,0.0,1.0,35.3,9,12,28,-1,no
Chicago Blackhawks,home,3,31,8,7,0.0,0.0,2.0,64.7,11,12,27,1,yes
Detroit Red Wings,away,4,30,12,4,0.0,0.0,4.0,58.5,6,5,13,2,yes
Nashville Predators,home,2,23,14,8,0.0,0.0,2.0,41.5,6,11,19,-2,no
Montréal Canadiens,away,2,25,4,2,0.0,0.0,0.0,48.6,2,12,46,1,yes
Toronto Maple Leafs,home,1,22,21,0,0.0,0.0,1.0,51.4,5,13,16,-1,no
Ottawa Senators,away,2,29,23,2,0.0,0.0,1.0,50.0,4,16,17,1,yes
Winnipeg Jets,home,1,31,11,2,0.0,0.0,1.0,50.0,9,12,21,-1,no
Calgary Flames,away,1,19,19,2,0.0,0.0,3.0,45.3,5,7,20,-2,no
Vancouver Canucks,home,3,46,12,6,0.0,0.0,1.0,54.7,10,11,19,2,yes
Carolina Hurricanes,away,3,21,20,6,25.0,1.0,4.0,52.3,5,12,17,0,no
Dallas Stars,home,3,29,12,8,33.3,1.0,3.0,47.7,9,21,13,0,no
St. Louis Blues,away,5,35,6,4,0.0,0.0,2.0,51.7,8,7,18,1,yes
Arizona Coyotes,home,4,36,20,4,0.0,0.0,2.0,48.3,6,12,40,-1,no
Minnesota Wild,away,4,24,16,6,50.0,1.0,2.0,39.6,2,1,24,2,yes
Los Angeles Kings,home,2,42,16,4,0.0,0.0,3.0,60.4,2,9,22,-2,no
Anaheim Ducks,away,5,34,12,13,100.0,1.0,1.0,50.9,9,7,20,4,yes
San Jose Sharks,home,1,35,14,7,25.0,1.0,4.0,49.1,13,7,17,-4,no
Washington Capitals,away,3,31,8,4,25.0,1.0,4.0,38.3,4,2,30,-3,no
Pittsburgh Penguins,home,6,38,17,8,50.0,1.0,2.0,61.7,9,9,26,3,yes
Colorado Avalanche,away,0,30,19,6,0.0,0.0,1.0,55.8,10,4,33,-1,no
Vegas Golden Knights,home,1,24,16,2,0.0,0.0,3.0,44.2,14,3,34,1,yes
New Jersey Devils,away,1,25,13,4,0.0,0.0,3.0,46.0,12,9,19,1,yes
Boston Bruins,home,0,40,12,6,0.0,0.0,2.0,54.0,14,14,22,-1,no
New York Islanders,away,3,29,14,4,50.0,1.0,2.0,53.8,2,6,17,2,yes
Buffalo Sabres,home,1,21,12,4,50.0,1.0,2.0,46.2,3,6,15,-2,no
Chicago Blackhawks,away,3,24,9,4,0.0,0.0,3.0,44.4,3,6,10,1,yes
Detroit Red Wings,home,2,29,11,6,0.0,0.0,2.0,55.6,1,8,11,-1,no
Ottawa Senators,away,6,31,10,9,0.0,0.0,3.0,50.8,9,6,25,1,yes
Toronto Maple Leafs,home,5,38,17,11,50.0,1.0,2.0,49.2,10,18,21,-1,no
Winnipeg Jets,away,6,24,15,9,50.0,1.0,2.0,50.0,10,2,17,1,yes
Edmonton Oilers,home,5,45,14,9,50.0,1.0,2.0,50.0,9,4,37,-1,no
Calgary Flames,away,4,27,13,14,25.0,1.0,4.0,39.0,3,2,20,1,yes
Vancouver Canucks,home,3,33,16,10,33.3,2.0,6.0,61.0,5,3,15,-1,no
Nashville Predators,away,3,20,17,13,40.0,2.0,5.0,50.0,5,5,18,0,no
Dallas Stars,home,3,38,13,17,33.3,1.0,3.0,50.0,2,7,18,0,no
St. Louis Blues,away,0,24,8,8,0.0,0.0,2.0,51.1,6,5,16,-1,no
Arizona Coyotes,home,1,19,15,4,0.0,0.0,4.0,48.9,4,3,30,1,yes
Anaheim Ducks,away,2,28,13,4,0.0,0.0,1.0,45.0,5,7,15,-1,no
San Jose Sharks,home,3,29,16,2,50.0,1.0,2.0,55.0,10,9,18,1,yes
New York Islanders,away,3,24,19,4,0.0,0.0,2.0,52.2,2,1,12,3,yes
Buffalo Sabres,home,0,20,11,4,0.0,0.0,2.0,47.8,6,10,22,-3,no
Philadelphia Flyers,away,3,36,10,6,33.3,2.0,6.0,51.5,8,8,19,1,yes
New York Rangers,home,2,35,14,12,0.0,0.0,3.0,48.5,9,14,12,-1,no
Columbus Blue Jackets,away,3,40,10,4,0.0,0.0,3.0,42.9,5,8,28,-4,no
Carolina Hurricanes,home,7,34,11,6,100.0,2.0,2.0,57.1,10,7,21,4,yes
Florida Panthers,away,6,21,9,18,0.0,0.0,3.0,45.3,0,0,15,2,yes
Tampa Bay Lightning,home,4,31,7,16,0.0,0.0,4.0,54.7,2,1,26,-2,no
Washington Capitals,away,3,42,10,6,0.0,0.0,5.0,50.0,4,5,26,2,yes
Pittsburgh Penguins,home,1,27,10,10,0.0,0.0,3.0,50.0,5,2,31,-2,no
Nashville Predators,away,3,22,12,4,50.0,1.0,2.0,50.7,2,17,21,0,no
Dallas Stars,home,3,30,11,4,0.0,0.0,2.0,49.3,4,12,20,0,no
Colorado Avalanche,away,3,25,22,9,0.0,0.0,3.0,49.1,2,2,10,1,yes
Vegas Golden Knights,home,2,29,21,11,50.0,1.0,2.0,50.9,13,2,17,-1,no
Minnesota Wild,away,0,28,12,6,0.0,0.0,3.0,45.0,3,0,36,-4,no
Los Angeles Kings,home,4,29,12,6,33.3,1.0,3.0,55.0,2,4,15,4,yes
Chicago Blackhawks,away,2,26,9,8,33.3,1.0,3.0,31.9,5,10,16,2,yes
Detroit Red Wings,home,0,29,9,8,0.0,0.0,3.0,68.1,4,7,26,-2,no
Ottawa Senators,away,1,28,5,6,0.0,0.0,3.0,48.1,6,8,30,-1,no
Toronto Maple Leafs,home,2,28,14,6,0.0,0.0,3.0,51.9,7,18,13,1,yes
Vancouver Canucks,away,5,33,13,4,0.0,0.0,1.0,64.6,9,12,14,4,yes
Calgary Flames,home,1,36,8,2,0.0,0.0,2.0,35.4,5,11,20,-4,no
Winnipeg Jets,away,2,35,13,12,20.0,1.0,5.0,44.8,3,9,21,-1,no
Edmonton Oilers,home,3,30,23,20,16.7,1.0,6.0,55.2,6,20,26,1,yes
New Jersey Devils,away,3,26,13,10,0.0,0.0,4.0,39.3,8,9,24,1,yes
Boston Bruins,home,2,27,16,12,66.7,2.0,3.0,60.7,6,11,21,-1,no
New York Rangers,away,2,33,27,10,20.0,1.0,5.0,54.8,6,10,20,0,no
Philadelphia Flyers,home,2,22,17,10,0.0,0.0,5.0,45.2,4,11,21,0,no
New York Islanders,away,1,32,14,33,33.3,1.0,3.0,48.1,9,0,34,-3,no
Pittsburgh Penguins,home,4,37,15,21,0.0,0.0,4.0,51.9,18,11,24,3,yes
Nashville Predators,away,0,32,6,0,0.0,0.0,1.0,57.7,3,6,23,-3,no
Columbus Blue Jackets,home,3,22,15,2,0.0,0.0,0.0,42.3,6,8,37,3,yes
San Jose Sharks,away,2,32,17,8,0.0,0.0,1.0,42.3,2,18,31,-1,no
St. Louis Blues,home,3,45,4,2,50.0,2.0,4.0,57.7,5,9,27,1,yes
Ottawa Senators,away,3,37,8,6,0.0,0.0,2.0,46.3,3,14,40,-4,no
Toronto Maple Leafs,home,7,31,14,4,66.7,2.0,3.0,53.7,9,18,10,4,yes
Tampa Bay Lightning,away,2,19,15,11,20.0,1.0,5.0,58.7,7,12,21,2,yes
Dallas Stars,home,0,28,14,15,0.0,0.0,3.0,41.3,6,13,26,-2,no
Los Angeles Kings,away,2,29,10,6,0.0,0.0,3.0,50.0,0,5,18,0,no
Arizona Coyotes,home,2,22,4,6,0.0,0.0,3.0,50.0,7,3,31,0,no
Minnesota Wild,away,3,27,12,6,0.0,0.0,5.0,49.0,5,11,23,2,yes
Anaheim Ducks,home,1,17,11,12,0.0,0.0,2.0,51.0,6,9,19,-2,no
Chicago Blackhawks,away,3,29,14,8,25.0,1.0,4.0,49.1,3,17,12,-2,no
Carolina Hurricanes,home,5,38,7,8,50.0,2.0,4.0,50.9,13,10,24,2,yes
Florida Panthers,away,7,39,5,8,50.0,1.0,2.0,43.1,6,1,21,5,yes
Detroit Red Wings,home,2,32,9,4,0.0,0.0,4.0,56.9,1,10,12,-5,no
Edmonton Oilers,away,2,25,16,6,0.0,0.0,2.0,45.9,9,17,19,1,yes
Calgary Flames,home,1,21,8,4,0.0,0.0,3.0,54.1,12,26,12,-1,no
Winnipeg Jets,away,2,31,18,16,0.0,0.0,2.0,53.2,2,6,19,2,yes
Vancouver Canucks,home,0,29,6,16,0.0,0.0,2.0,46.8,6,8,24,-2,no
Buffalo Sabres,away,3,29,18,6,100.0,1.0,1.0,57.1,3,3,19,1,yes
New Jersey Devils,home,2,27,3,2,33.3,1.0,3.0,42.9,8,8,13,-1,no
New York Rangers,away,4,24,12,8,20.0,1.0,5.0,57.1,6,2,12,3,yes
Washington Capitals,home,1,27,13,10,0.0,0.0,4.0,42.9,9,5,19,-3,no
Chicago Blackhawks,away,2,27,17,2,0.0,0.0,1.0,40.7,4,13,36,1,yes
Carolina Hurricanes,home,1,37,14,2,0.0,0.0,1.0,59.3,11,31,24,-1,no
New York Islanders,away,2,35,16,2,0.0,0.0,1.0,60.4,8,6,53,-1,no
Pittsburgh Penguins,home,3,18,18,2,100.0,1.0,1.0,39.6,19,10,30,1,yes
Nashville Predators,away,4,45,6,7,25.0,1.0,4.0,60.9,6,1,24,2,yes
Columbus Blue Jackets,home,2,23,16,13,0.0,0.0,1.0,39.1,8,7,13,-2,no
San Jose Sharks,away,5,27,17,8,0.0,0.0,0.0,47.3,13,6,17,1,yes
St. Louis Blues,home,4,32,13,2,0.0,0.0,3.0,52.7,8,12,17,-1,no
Toronto Maple Leafs,away,5,27,12,4,75.0,3.0,4.0,51.7,6,6,17,2,yes
Montréal Canadiens,home,3,33,10,10,0.0,0.0,1.0,48.3,5,18,44,-2,no
Calgary Flames,away,1,44,11,15,20.0,1.0,5.0,58.2,12,15,32,-6,no
Edmonton Oilers,home,7,24,14,15,60.0,3.0,5.0,41.8,11,21,37,6,yes
Tampa Bay Lightning,away,3,36,13,6,50.0,1.0,2.0,47.8,2,7,23,0,no
Dallas Stars,home,3,27,13,4,33.3,1.0,3.0,52.2,9,16,22,0,no
Vegas Golden Knights,away,2,29,11,12,0.0,0.0,4.0,49.4,9,9,23,-1,no
Colorado Avalanche,home,3,39,14,10,0.0,0.0,4.0,50.6,8,7,15,1,yes
Los Angeles Kings,away,4,23,20,8,33.3,1.0,3.0,64.3,2,6,26,2,yes
Arizona Coyotes,home,2,24,10,6,50.0,2.0,4.0,35.7,3,8,32,-2,no
Minnesota Wild,away,5,29,12,8,50.0,1.0,2.0,60.7,5,10,13,4,yes
Anaheim Ducks,home,1,27,10,6,0.0,0.0,3.0,39.3,4,11,26,-4,no
Philadelphia Flyers,away,3,19,8,6,33.3,1.0,3.0,48.1,2,6,31,-4,no
Boston Bruins,home,7,35,16,6,33.3,1.0,3.0,51.9,7,5,23,4,yes
New York Rangers,away,3,25,23,8,0.0,0.0,3.0,42.9,8,8,14,2,yes
Washington Capitals,home,1,29,7,6,0.0,0.0,4.0,57.1,8,6,31,-2,no
Florida Panthers,away,1,39,9,4,33.3,1.0,3.0,45.5,0,4,9,-1,no
Detroit Red Wings,home,2,27,17,6,0.0,0.0,2.0,54.5,1,3,13,1,yes
Montréal Canadiens,away,2,32,11,10,0.0,0.0,3.0,45.2,6,10,25,-1,no
Ottawa Senators,home,3,39,15,8,0.0,0.0,4.0,54.8,10,16,27,1,yes
Winnipeg Jets,away,4,31,19,13,33.3,1.0,3.0,42.4,4,5,25,1,yes
Vancouver Canucks,home,3,34,10,11,25.0,1.0,4.0,57.6,8,9,17,-1,no
Buffalo Sabres,away,4,37,13,4,50.0,1.0,2.0,50.0,5,4,18,3,yes
New Jersey Devils,home,1,42,10,4,0.0,0.0,2.0,50.0,6,10,20,-3,no
Carolina Hurricanes,away,0,25,6,2,0.0,0.0,2.0,64.3,3,0,21,-3,no
Tampa Bay Lightning,home,3,28,13,4,100.0,1.0,1.0,35.7,2,2,31,3,yes
Los Angeles Kings,away,3,31,10,2,50.0,1.0,2.0,40.4,10,20,20,3,yes
St. Louis Blues,home,0,31,11,4,0.0,0.0,1.0,59.6,2,11,39,-3,no
Calgary Flames,away,3,33,16,14,40.0,2.0,5.0,60.7,4,9,24,3,yes
Toronto Maple Leafs,home,0,34,6,10,0.0,0.0,7.0,39.3,7,17,15,-3,no
Vegas Golden Knights,away,3,28,17,4,33.3,1.0,3.0,44.2,6,3,14,3,yes
